district,climate_zone,experience_level,budget_level,farming_setup,soil_type,season,crop_type_preference,water_access,recommendation_1,recommendation_1_score,recommendation_2,recommendation_2_score,recommendation_3,recommendation_3_score,success_probability,estimated_roi,profitability_score,space_required_sqm,growth_duration_days,difficulty_level,market_demand,market_price_per_kg,water_requirement,market_conditions,alternative_crops
Ampara,wet_zone,Beginner,Low,Rooftop,Clay,Maha,Leafy_Greens,Yes,Mint,69.3,Chili,68,Aloe Vera,66.2,0.669,118,50,0.8,32,1,9,120,High,0.91,"Spinach, Capsicum, Curry Leaves"
Nuwara Eliya,hill_country,Advanced,Medium,Rooftop,Loamy,Yala,Ayurvedic_Plants,No,Curry Leaves,83.2,Aloe Vera,80,Capsicum,70.3,0.89,73.6,60,1.4,43,1,9,163,Low,1.04,"Chili, Basil, Coriander"
Negombo,coastal,Beginner,High,Backyard,Laterite,Yala,Herbs,Yes,Chili,100,Aloe Vera,100,Turmeric,86.9,0.95,46.1,72,1.3,66,2,10,321,Medium,1,"Moringa, Lime, Lemon"
Colombo,coastal,Beginner,High,Small_Plot,Laterite,Maha,Herbs,Yes,Moringa,85.7,Lime,83.2,Lemon,81.9,0.628,127,68,6.3,79,2,10,512,Low,1.07,"Turmeric, Papaya, Banana"
Kurunegala,dry_zone,Beginner,Low,Backyard,Clay,Yala,Herbs,Yes,Chili,99.8,Aloe Vera,97,Moringa,85.7,0.95,73.2,72,2.2,70,2,10,190,Medium,0.82,"Turmeric, Eggplant, Curry Leaves"
Polonnaruwa,dry_zone,Advanced,Low,Backyard,Clay,Yala,Leafy_Greens,No,Aloe Vera,100,Ashwagandha,97,Moringa,94.2,0.7,101.2,70,1.8,86,1,9,615,Low,1.08,"Chili, Curry Leaves, Okra"
Jaffna,northern,Beginner,High,Backyard,Clay,Maha,Cash_Crops,Yes,Chili,99.8,Eggplant,83.2,Turmeric,79,0.95,43.8,72,1.7,78,2,10,424,Medium,1.01,"Ginger, Aloe Vera, Okra"
Anuradhapura,dry_zone,Beginner,Medium,Rooftop,Alluvial,Yala,Vegetables,Yes,Chili,99.8,Aloe Vera,97,Curry Leaves,75.6,0.95,64.5,72,1.9,86,2,10,281,Medium,0.96,"Capsicum, Basil, Mint"
Bandarawela,hill_country,Beginner,Medium,Rooftop,Red_Earth,Yala,Leafy_Greens,Yes,Capsicum,78.1,Curry Leaves,75.6,Chili,74.8,0.823,68.1,62,1.6,86,2,6,274,Medium,1.12,"Aloe Vera, Basil, Mint"
Ampara,wet_zone,Beginner,Medium,Small_Plot,Clay,Maha,Cash_Crops,Yes,Turmeric,95.8,Lime,83.2,Baby Corn,73.1,0.95,96.4,76,2.9,205,2,8,410,Medium,1.14,"Papaya, Moringa, Cabbage"
Vavuniya,northern,Beginner,Medium,Small_Plot,Clay,Maha,Ayurvedic_Plants,No,Moringa,70.7,Turmeric,64.6,Lime,56.1,0.575,121.4,68,4.4,62,2,6,650,Low,1.17,"Lemon, Baby Corn, Wood Apple"
Batticaloa,coastal,Intermediate,Low,Container,Laterite,Yala,Cash_Crops,No,Aloe Vera,100,Chili,89.8,Curry Leaves,83.2,0.779,183,70,1.8,85,1,10,639,Low,1.1,"Okra, Bell Pepper, Cherry Tomato"
Anuradhapura,dry_zone,Beginner,Low,Container,Alluvial,Maha,Herbs,Yes,Chili,90.7,Aloe Vera,88.2,Eggplant,83.2,0.709,59.3,72,2.2,77,2,10,248,Medium,0.84,"Curry Leaves, Okra, Tomato"
Ratnapura,wet_zone,Beginner,Medium,Small_Plot,Clay,Maha,Vegetables,Yes,Turmeric,95.8,Lime,83.2,Baby Corn,73.1,0.769,115.1,76,4.9,288,2,8,392,Medium,0.92,"Papaya, Moringa, Cabbage"
Kalmunai,wet_zone,Intermediate,Low,Container,Red_Earth,Maha,Ayurvedic_Plants,Yes,Ginger,93.2,Tomato,88.7,Brahmi,81.9,0.668,55.1,74,3.9,202,2,8,228,High,1.08,"Cucumber, Green Beans, Mint"
Nuwara Eliya,hill_country,Intermediate,High,Greenhouse,Red_Earth,Maha,Fruits,Yes,Tomato,88.7,Cherry Tomato,84.4,Brahmi,81.9,0.673,97.1,64,2.7,81,2,10,138,High,0.87,"Bell Pepper, Capsicum, Basil"
Badulla,hill_country,Advanced,High,Small_Plot,Red_Earth,Maha,Cash_Crops,No,Saffron,100,Avocado,100,Black Pepper,100,0.855,163.2,95,2.5,158,5,10,66599,Medium,1.01,"Cardamom, Turmeric, Dragon Fruit"
Bandarawela,hill_country,Intermediate,Low,Container,Red_Earth,Maha,Fruits,No,Curry Leaves,83.2,Cherry Tomato,76,Aloe Vera,72.8,0.834,118.5,60,1.1,37,1,8,82,Low,0.83,"Bell Pepper, Capsicum, Green Beans"
Horana,wet_zone,Intermediate,Low,Container,Red_Earth,Maha,Herbs,No,Aloe Vera,72.8,Green Beans,69.9,Curry Leaves,62.4,0.591,46.4,70,1.8,116,1,8,381,Low,1.09,"Tomato, Carrot, Brahmi"
Jaffna,northern,Beginner,Low,Container,Red_Earth,Yala,Herbs,Yes,Chili,99.8,Eggplant,75.6,Okra,74.8,0.826,46.2,72,2.2,75,2,8,482,Medium,0.83,"Aloe Vera, Ginger, Bell Pepper"
Ella,hill_country,Intermediate,Medium,Small_Plot,Loamy,Yala,Leafy_Greens,Yes,Turmeric,100,Avocado,100,Lemon,81.9,0.806,62.6,76,3.7,266,2,10,361,Medium,0.94,"Baby Corn, Broccoli, Passion Fruit"
Vavuniya,northern,Beginner,Low,Rooftop,Red_Earth,Maha,Leafy_Greens,Yes,Chili,90.7,Aloe Vera,66.2,Capsicum,58.6,0.804,119.2,72,2.1,69,2,10,359,Medium,0.84,"Curry Leaves, Basil, Mint"
Kandy,hill_country,Advanced,High,Greenhouse,Red_Earth,Yala,Herbs,Yes,Saffron,100,Vanilla,100,Cardamom,100,0.941,102.4,95,2.8,170,5,10,76535,Medium,1.09,"Strawberry, Dragon Fruit, Bell Pepper"
Puttalam,dry_zone,Intermediate,Low,Container,Alluvial,Maha,Leafy_Greens,No,Aloe Vera,97,Curry Leaves,83.2,Chili,81.6,0.79,90,70,1.7,92,1,9,501,Low,0.82,"Eggplant, Okra, Lemongrass"
Trincomalee,coastal,Beginner,Low,Rooftop,Alluvial,Yala,Fruits,No,Aloe Vera,100,Chili,89.8,Curry Leaves,83.2,0.95,92.2,70,2.1,74,1,10,268,Low,0.84,"Capsicum, Basil, Coriander"
Ratnapura,wet_zone,Beginner,Medium,Container,Alluvial,Maha,Vegetables,No,Aloe Vera,72.8,Green Beans,69.9,Ginger,65.3,0.702,142.8,70,2.9,61,1,10,489,Low,1.15,"Curry Leaves, Tomato, Chili"
Ratnapura,wet_zone,Intermediate,Low,Rooftop,Alluvial,Maha,Cash_Crops,Yes,Mint,69.3,Chili,68,Aloe Vera,66.2,0.75,58.2,50,0.8,36,1,9,103,High,0.82,"Spinach, Capsicum, Curry Leaves"
Trincomalee,coastal,Beginner,High,Small_Plot,Sandy,Maha,Vegetables,Yes,Moringa,85.7,Lime,83.2,Lemon,81.9,0.711,223,68,3,115,2,7,436,Low,0.9,"Turmeric, Papaya, Banana"
Kandy,hill_country,Intermediate,High,Small_Plot,Loamy,Maha,Leafy_Greens,Yes,Avocado,100,Turmeric,100,Broccoli,85.9,0.749,90.5,82,9.9,300,3,10,570,Medium,0.94,"Lemon, Passion Fruit, Baby Corn"
Kilinochchi,northern,Beginner,Medium,Rooftop,Alluvial,Yala,Vegetables,No,Chili,89.8,Aloe Vera,80,Curry Leaves,62.4,0.837,132,72,2,74,2,8,456,Medium,0.89,"Capsicum, Basil, Coriander"
Badulla,hill_country,Beginner,Medium,Small_Plot,Red_Earth,Yala,Leafy_Greens,Yes,Turmeric,100,Lemon,81.9,Baby Corn,80.4,0.722,49.9,76,2.7,217,2,10,299,Medium,0.95,"Moringa, Lime, Cabbage"
Nuwara Eliya,hill_country,Intermediate,Low,Container,Red_Earth,Yala,Herbs,Yes,Ginger,93.2,Bell Pepper,88.7,Cherry Tomato,84.4,0.683,69.1,74,3.9,245,2,8,293,High,0.86,"Brahmi, Tomato, Capsicum"
Matale,hill_country,Intermediate,Low,Container,Loamy,Maha,Cash_Crops,No,Curry Leaves,83.2,Cherry Tomato,76,Aloe Vera,72.8,0.749,62.7,60,1.2,46,1,10,195,Low,1.05,"Bell Pepper, Capsicum, Green Beans"
Bandarawela,hill_country,Intermediate,Low,Backyard,Red_Earth,Yala,Ayurvedic_Plants,Yes,Turmeric,100,Avocado,100,Ginger,93.2,0.95,61.3,76,3.4,191,2,10,265,Medium,0.86,"Lemon, Tomato, Baby Corn"
Mullaitivu,northern,Beginner,Medium,Backyard,Clay,Maha,Fruits,Yes,Chili,90.7,Eggplant,83.2,Turmeric,71.8,0.668,85.7,72,2.4,65,2,10,555,Medium,1.14,"Ginger, Okra, Tomato"
Nuwara Eliya,hill_country,Advanced,Medium,Backyard,Laterite,Yala,Herbs,Yes,Black Pepper,100,Turmeric,100,Avocado,100,0.818,64,88,3.9,236,4,10,1790,High,1.09,"Ginger, Lemon, Tomato"
Kurunegala,dry_zone,Intermediate,Low,Backyard,Clay,Maha,Vegetables,No,Aloe Vera,97,Ashwagandha,97,Moringa,94.2,0.78,67.3,70,2.6,111,1,10,363,Low,0.9,"Curry Leaves, Chili, Pomegranate"
Ella,hill_country,Beginner,Low,Container,Laterite,Yala,Ayurvedic_Plants,Yes,Ginger,93.2,Bell Pepper,88.7,Cherry Tomato,84.4,0.859,151.8,74,3.1,238,2,10,315,High,0.88,"Tomato, Capsicum, Curry Leaves"
Kalutara,coastal,Intermediate,Low,Rooftop,Laterite,Maha,Vegetables,Yes,Chili,90.7,Aloe Vera,88.2,Capsicum,78.1,0.65,174.4,72,1.6,67,2,8,506,Medium,0.91,"Curry Leaves, Basil, Mint"
Kalmunai,wet_zone,Intermediate,Medium,Small_Plot,Red_Earth,Yala,Herbs,Yes,Turmeric,100,Avocado,100,Passion Fruit,98.3,0.95,128.6,76,4.8,212,2,10,304,Medium,0.92,"Lime, Baby Corn, Jackfruit"
Hatton,hill_country,Intermediate,Medium,Small_Plot,Red_Earth,Yala,Vegetables,Yes,Turmeric,100,Avocado,100,Lemon,81.9,0.761,127.4,76,3.3,286,2,10,277,Medium,0.93,"Baby Corn, Broccoli, Passion Fruit"
Kilinochchi,northern,Intermediate,High,Small_Plot,Alluvial,Yala,Fruits,No,Ashwagandha,80,Turmeric,78.2,Pomegranate,77.1,0.797,111.6,70,4.7,173,3,9,859,Low,0.95,"Avocado, Passion Fruit, Moringa"
Matale,hill_country,Beginner,Low,Backyard,Loamy,Yala,Fruits,No,Turmeric,94.8,Curry Leaves,83.2,Aloe Vera,80,0.95,161.2,76,3.2,184,2,10,452,Medium,1.1,"Lemon, Baby Corn, Moringa"
Kalmunai,wet_zone,Intermediate,Low,Rooftop,Clay,Maha,Leafy_Greens,Yes,Mint,69.3,Chili,68,Aloe Vera,66.2,0.7,163.8,50,1.2,45,1,6,108,High,1.16,"Spinach, Capsicum, Curry Leaves"
Puttalam,dry_zone,Intermediate,Low,Backyard,Alluvial,Yala,Herbs,Yes,Chili,99.8,Aloe Vera,97,Ashwagandha,88.2,0.95,94,72,1,75,2,10,350,Medium,0.85,"Pomegranate, Moringa, Turmeric"
Matale,hill_country,Beginner,Low,Container,Loamy,Yala,Leafy_Greens,No,Curry Leaves,83.2,Aloe Vera,80,Bell Pepper,79.8,0.732,201.7,60,1.5,53,1,8,169,Low,1.19,"Cherry Tomato, Capsicum, Green Beans"
Kilinochchi,northern,Beginner,Low,Backyard,Clay,Yala,Herbs,Yes,Chili,99.8,Turmeric,79,Eggplant,75.6,0.95,43.7,72,1.4,87,2,10,611,Medium,1.12,"Okra, Aloe Vera, Moringa"
Galle,coastal,Intermediate,High,Greenhouse,Sandy,Yala,Fruits,No,Bell Pepper,79.8,Cherry Tomato,76,Capsicum,70.3,0.674,100.4,64,1.2,81,2,9,261,Medium,1.11,"Basil, Tomato, Cucumber"
Ella,hill_country,Beginner,Low,Rooftop,Loamy,Maha,Ayurvedic_Plants,Yes,Capsicum,78.1,Curry Leaves,75.6,Basil,69.3,0.833,217.8,62,2.8,66,2,9,347,Medium,0.98,"Mint, Chili, Aloe Vera"
Ella,hill_country,Advanced,Medium,Backyard,Loamy,Yala,Cash_Crops,Yes,Black Pepper,100,Turmeric,100,Avocado,100,0.95,94.9,88,4.9,204,4,10,2525,High,0.91,"Ginger, Lemon, Tomato"
Colombo,coastal,Beginner,Medium,Small_Plot,Sandy,Yala,Fruits,Yes,Moringa,85.7,Lime,83.2,Lemon,81.9,0.811,100.5,68,5.2,70,2,10,332,Low,0.85,"Turmeric, Papaya, Banana"
Negombo,coastal,Intermediate,High,Small_Plot,Laterite,Yala,Fruits,Yes,Passion Fruit,100,Turmeric,86.9,Moringa,85.7,0.95,62.8,78,4,70,3,10,434,Medium,0.83,"Avocado, Lime, Lemon"
Matale,hill_country,Beginner,Low,Container,Red_Earth,Maha,Vegetables,No,Curry Leaves,83.2,Cherry Tomato,76,Aloe Vera,72.8,0.89,117.5,60,1.6,54,1,7,128,Low,1.12,"Bell Pepper, Capsicum, Green Beans"
Galle,coastal,Advanced,High,Greenhouse,Laterite,Yala,Cash_Crops,Yes,Dragon Fruit,100,Saffron,100,Vanilla,100,0.95,107,84,6.9,124,4,10,669,Medium,0.93,"Cardamom, Strawberry, Bell Pepper"
Ratnapura,wet_zone,Beginner,Medium,Container,Clay,Maha,Vegetables,Yes,Ginger,93.2,Tomato,88.7,Cucumber,80.4,0.655,93.9,74,3.1,191,2,8,277,High,1,"Green Beans, Chili, Aloe Vera"
Puttalam,dry_zone,Beginner,Medium,Small_Plot,Red_Earth,Yala,Cash_Crops,Yes,Moringa,85.7,Turmeric,79,Lime,62.4,0.824,126.2,68,3,65,2,7,310,Low,0.84,"Lemon, Baby Corn, Wood Apple"
Mannar,northern,Beginner,Low,Rooftop,Clay,Maha,Cash_Crops,No,Chili,81.6,Aloe Vera,72.8,Curry Leaves,62.4,0.814,66.1,72,1.4,89,2,9,233,Medium,1.04,"Capsicum, Basil, Coriander"
Galle,coastal,Advanced,High,Backyard,Laterite,Yala,Ayurvedic_Plants,Yes,Chili,100,Aloe Vera,100,Passion Fruit,100,0.95,165.3,72,2.6,67,2,10,308,Medium,1.07,"Black Pepper, Turmeric, Moringa"
Polonnaruwa,dry_zone,Intermediate,Low,Container,Clay,Yala,Vegetables,Yes,Chili,99.8,Aloe Vera,97,Eggplant,75.6,0.701,48.1,72,2,67,2,10,382,Medium,0.91,"Curry Leaves, Okra, Bell Pepper"
Nuwara Eliya,hill_country,Beginner,High,Greenhouse,Red_Earth,Maha,Fruits,Yes,Tomato,88.7,Cherry Tomato,84.4,Bell Pepper,80.6,0.906,100.4,64,2.6,68,2,8,110,High,0.95,"Capsicum, Basil, Cucumber"
Nuwara Eliya,hill_country,Beginner,Low,Container,Laterite,Yala,Leafy_Greens,Yes,Ginger,93.2,Bell Pepper,88.7,Cherry Tomato,84.4,0.95,104.6,74,3.1,268,2,10,226,High,0.86,"Tomato, Capsicum, Curry Leaves"
Hambantota,dry_zone,Intermediate,Medium,Small_Plot,Clay,Maha,Fruits,Yes,Ashwagandha,88.2,Pomegranate,85.7,Moringa,85.7,0.95,183.1,70,2.4,134,3,9,764,Low,1,"Avocado, Passion Fruit, Mango"
Bandarawela,hill_country,Intermediate,Low,Container,Loamy,Yala,Vegetables,Yes,Ginger,93.2,Bell Pepper,88.7,Cherry Tomato,84.4,0.942,101.6,74,2.1,199,2,10,337,High,0.98,"Brahmi, Tomato, Capsicum"
Mullaitivu,northern,Beginner,Low,Backyard,Red_Earth,Yala,Vegetables,No,Chili,89.8,Okra,82.3,Aloe Vera,80,0.871,88,72,1,86,2,10,414,Medium,1.19,"Turmeric, Moringa, Eggplant"
Mullaitivu,northern,Beginner,Medium,Rooftop,Red_Earth,Maha,Cash_Crops,Yes,Chili,90.7,Aloe Vera,66.2,Capsicum,58.6,0.744,98,72,1.7,83,2,10,444,Medium,0.84,"Curry Leaves, Basil, Mint"
Kalmunai,wet_zone,Advanced,Low,Container,Alluvial,Maha,Leafy_Greens,Yes,Ginger,93.2,Tomato,88.7,Brahmi,81.9,0.894,57.2,74,2.6,261,2,10,306,High,0.99,"Cucumber, Green Beans, Mint"
Kurunegala,dry_zone,Advanced,Low,Rooftop,Red_Earth,Yala,Herbs,No,Aloe Vera,100,Chili,89.8,Curry Leaves,83.2,0.95,152.5,70,2.9,67,1,10,565,Low,1.17,"Capsicum, Basil, Coriander"
Monaragala,dry_zone,Beginner,Low,Rooftop,Clay,Maha,Fruits,No,Aloe Vera,97,Curry Leaves,83.2,Chili,81.6,0.9,86.5,70,2.3,90,1,10,663,Low,1.18,"Capsicum, Basil, Coriander"
Negombo,coastal,Advanced,Low,Container,Sandy,Yala,Vegetables,No,Aloe Vera,100,Chili,89.8,Curry Leaves,83.2,0.95,178.1,70,1.2,97,1,10,593,Low,0.98,"Okra, Bell Pepper, Cherry Tomato"
Mullaitivu,northern,Beginner,Low,Rooftop,Alluvial,Maha,Ayurvedic_Plants,Yes,Chili,90.7,Aloe Vera,66.2,Capsicum,58.6,0.757,73.2,72,1,80,2,10,636,Medium,1.18,"Curry Leaves, Basil, Mint"
Ampara,wet_zone,Beginner,High,Backyard,Red_Earth,Yala,Vegetables,Yes,Turmeric,100,Ginger,100,Lime,83.2,0.914,49.8,76,2.3,216,2,10,335,Medium,1.17,"Chili, Tomato, Baby Corn"
Kegalle,hill_country,Beginner,Medium,Backyard,Loamy,Maha,Cash_Crops,Yes,Turmeric,95.8,Ginger,93.2,Tomato,88.7,0.95,90,76,2.3,293,2,10,400,Medium,1.2,"Lemon, Green Beans, Curry Leaves"
Kilinochchi,northern,Beginner,High,Backyard,Clay,Maha,Fruits,Yes,Chili,99.8,Eggplant,83.2,Turmeric,79,0.95,99.9,72,2.9,79,2,10,552,Medium,1.04,"Ginger, Aloe Vera, Okra"
Kalutara,coastal,Beginner,Low,Container,Alluvial,Maha,Leafy_Greens,No,Aloe Vera,97,Curry Leaves,83.2,Chili,81.6,0.702,116.3,70,2.3,96,1,10,524,Low,1.05,"Cherry Tomato, Eggplant, Okra"
Monaragala,dry_zone,Beginner,Low,Rooftop,Clay,Yala,Fruits,No,Aloe Vera,100,Chili,89.8,Curry Leaves,83.2,0.892,61.2,70,2.8,120,1,10,616,Low,1.02,"Capsicum, Basil, Coriander"
Badulla,hill_country,Intermediate,Low,Container,Loamy,Yala,Ayurvedic_Plants,Yes,Ginger,93.2,Bell Pepper,88.7,Cherry Tomato,84.4,0.95,52.4,74,2.8,234,2,8,316,High,1.1,"Brahmi, Tomato, Capsicum"
Negombo,coastal,Intermediate,Medium,Small_Plot,Alluvial,Maha,Cash_Crops,No,Moringa,94.2,Passion Fruit,88.5,Lime,74.8,0.933,70.8,68,7.9,96,2,10,317,Low,0.85,"Lemon, Ashwagandha, Avocado"
Kurunegala,dry_zone,Advanced,Low,Container,Clay,Maha,Herbs,Yes,Chili,90.7,Aloe Vera,88.2,Eggplant,83.2,0.81,66.8,72,2.8,84,2,9,581,Medium,1.03,"Curry Leaves, Okra, Tomato"
Kilinochchi,northern,Beginner,High,Backyard,Clay,Yala,Leafy_Greens,Yes,Chili,100,Turmeric,86.9,Aloe Vera,80,0.781,76.6,72,1.4,75,2,10,454,Medium,0.82,"Ginger, Eggplant, Okra"
Gampaha,coastal,Advanced,Medium,Backyard,Sandy,Maha,Herbs,Yes,Black Pepper,99.8,Passion Fruit,98.3,Chili,90.7,0.95,44.1,88,6.5,304,4,10,2481,High,1.17,"Tomato, Aloe Vera, Moringa"
Jaffna,northern,Beginner,Low,Container,Alluvial,Yala,Herbs,Yes,Chili,99.8,Eggplant,75.6,Okra,74.8,0.763,132.2,72,1.6,71,2,10,626,Medium,1.16,"Aloe Vera, Ginger, Bell Pepper"
Kandy,hill_country,Beginner,Medium,Rooftop,Loamy,Maha,Cash_Crops,Yes,Capsicum,78.1,Curry Leaves,75.6,Basil,69.3,0.802,54.2,62,1.2,75,2,10,211,Medium,0.87,"Chili, Aloe Vera, Mint"
Mullaitivu,northern,Beginner,High,Greenhouse,Clay,Maha,Fruits,Yes,Tomato,66.5,Cherry Tomato,63.3,Bell Pepper,60.5,0.474,68.1,64,2.3,63,2,5,155,High,1.1,"Cucumber, Capsicum, Basil"
Mullaitivu,northern,Beginner,Low,Backyard,Alluvial,Yala,Herbs,Yes,Chili,99.8,Turmeric,79,Eggplant,75.6,0.95,103.7,72,2.4,75,2,10,409,Medium,1.16,"Okra, Aloe Vera, Moringa"
Matara,coastal,Advanced,Low,Container,Alluvial,Yala,Fruits,Yes,Chili,99.8,Aloe Vera,97,Bell Pepper,88.7,0.95,108.2,72,1.5,77,2,9,226,Medium,0.88,"Cherry Tomato, Tomato, Capsicum"
Kegalle,hill_country,Beginner,Low,Rooftop,Laterite,Maha,Leafy_Greens,Yes,Capsicum,78.1,Curry Leaves,75.6,Basil,69.3,0.559,82.3,62,1.1,85,2,9,236,Medium,1.05,"Mint, Chili, Aloe Vera"
Polonnaruwa,dry_zone,Beginner,Low,Rooftop,Clay,Yala,Fruits,No,Aloe Vera,100,Chili,89.8,Curry Leaves,83.2,0.835,103.2,70,1.1,95,1,10,397,Low,0.9,"Capsicum, Basil, Coriander"
Polonnaruwa,dry_zone,Beginner,Low,Backyard,Alluvial,Yala,Herbs,Yes,Chili,99.8,Aloe Vera,97,Moringa,85.7,0.839,71.3,72,1.2,62,2,10,263,Medium,0.85,"Turmeric, Eggplant, Curry Leaves"
Galle,coastal,Advanced,High,Small_Plot,Sandy,Maha,Herbs,Yes,Dragon Fruit,100,Passion Fruit,100,Saffron,100,0.95,44.5,84,7.4,178,4,10,1065,Medium,0.97,"Black Pepper, Cardamom, Moringa"
Horana,wet_zone,Intermediate,Low,Container,Red_Earth,Yala,Fruits,Yes,Ginger,93.2,Brahmi,81.9,Tomato,80.6,0.802,56.9,74,2.6,203,2,9,384,High,0.97,"Chili, Cucumber, Aloe Vera"
Kalmunai,wet_zone,Intermediate,Low,Rooftop,Clay,Maha,Fruits,No,Aloe Vera,72.8,Curry Leaves,62.4,Chili,61.2,0.601,46.5,70,2.9,106,1,7,533,Low,0.9,"Capsicum, Mint, Basil"
Horana,wet_zone,Beginner,Medium,Container,Red_Earth,Maha,Ayurvedic_Plants,No,Aloe Vera,72.8,Green Beans,69.9,Ginger,65.3,0.531,217.7,70,2.1,83,1,9,416,Low,0.91,"Curry Leaves, Tomato, Chili"
Polonnaruwa,dry_zone,Beginner,Low,Backyard,Alluvial,Yala,Vegetables,Yes,Chili,99.8,Aloe Vera,97,Moringa,85.7,0.95,52.3,72,1.4,90,2,10,630,Medium,1.09,"Turmeric, Eggplant, Curry Leaves"
Batticaloa,coastal,Beginner,Medium,Small_Plot,Alluvial,Yala,Cash_Crops,Yes,Moringa,85.7,Lime,83.2,Lemon,81.9,0.875,149.3,68,6.2,110,2,9,338,Low,0.82,"Turmeric, Papaya, Banana"
Gampaha,coastal,Beginner,Medium,Backyard,Alluvial,Maha,Vegetables,Yes,Chili,90.7,Tomato,88.7,Aloe Vera,88.2,0.856,162.3,72,1.1,75,2,10,417,Medium,1.02,"Moringa, Eggplant, Lime"
Kurunegala,dry_zone,Beginner,Medium,Rooftop,Red_Earth,Yala,Vegetables,Yes,Chili,99.8,Aloe Vera,97,Curry Leaves,75.6,0.95,47.2,72,2.1,88,2,8,449,Medium,0.91,"Capsicum, Basil, Mint"
Matara,coastal,Beginner,Medium,Rooftop,Laterite,Maha,Leafy_Greens,No,Aloe Vera,97,Curry Leaves,83.2,Chili,81.6,0.95,106.8,70,2.5,63,1,9,484,Low,0.95,"Capsicum, Basil, Coriander"
Badulla,hill_country,Beginner,Low,Rooftop,Red_Earth,Yala,Leafy_Greens,Yes,Capsicum,78.1,Curry Leaves,75.6,Chili,74.8,0.548,109.9,62,3,85,2,8,327,Medium,0.94,"Aloe Vera, Basil, Mint"
Mullaitivu,northern,Advanced,Low,Container,Clay,Yala,Fruits,No,Chili,89.8,Okra,82.3,Aloe Vera,80,0.902,127.7,72,2.2,71,2,10,527,Medium,1.14,"Eggplant, Curry Leaves, Bell Pepper"
Polonnaruwa,dry_zone,Beginner,Medium,Rooftop,Clay,Yala,Cash_Crops,Yes,Chili,99.8,Aloe Vera,97,Curry Leaves,75.6,0.855,104.6,72,2.6,69,2,10,577,Medium,1.14,"Capsicum, Basil, Mint"
Puttalam,dry_zone,Beginner,Low,Backyard,Red_Earth,Yala,Herbs,Yes,Chili,99.8,Aloe Vera,97,Moringa,85.7,0.713,56.2,72,2.3,70,2,8,278,Medium,1.15,"Turmeric, Eggplant, Curry Leaves"
Nuwara Eliya,hill_country,Beginner,Medium,Backyard,Red_Earth,Maha,Fruits,Yes,Turmeric,95.8,Ginger,93.2,Tomato,88.7,0.95,114.8,76,2.5,267,2,10,339,Medium,0.92,"Lemon, Green Beans, Curry Leaves"
Polonnaruwa,dry_zone,Beginner,Medium,Backyard,Clay,Yala,Ayurvedic_Plants,Yes,Chili,99.8,Aloe Vera,97,Moringa,85.7,0.874,141.6,72,1.4,69,2,10,456,Medium,0.8,"Turmeric, Eggplant, Curry Leaves"
Anuradhapura,dry_zone,Intermediate,Low,Container,Clay,Yala,Ayurvedic_Plants,No,Aloe Vera,100,Chili,89.8,Curry Leaves,83.2,0.809,213.1,70,2.6,92,1,10,395,Low,0.84,"Okra, Lemongrass, Eggplant"
Trincomalee,coastal,Intermediate,Medium,Rooftop,Laterite,Maha,Cash_Crops,Yes,Chili,90.7,Aloe Vera,88.2,Capsicum,78.1,0.822,51.7,72,2.1,86,2,8,375,Medium,0.85,"Curry Leaves, Basil, Mint"
Horana,wet_zone,Intermediate,Low,Backyard,Clay,Maha,Herbs,Yes,Avocado,100,Passion Fruit,98.3,Turmeric,95.8,0.754,92,82,13.3,194,3,10,340,Medium,0.81,"Ginger, Tomato, Lime"
Hatton,hill_country,Intermediate,Low,Rooftop,Laterite,Maha,Herbs,Yes,Capsicum,78.1,Curry Leaves,75.6,Basil,69.3,0.567,53.8,62,2.8,75,2,9,299,Medium,1.01,"Mint, Chili, Aloe Vera"
Colombo,coastal,Advanced,Medium,Small_Plot,Alluvial,Maha,Ayurvedic_Plants,Yes,Dragon Fruit,100,Saffron,100,Black Pepper,99.8,0.95,154.8,84,7.8,111,4,10,753,Medium,0.99,"Passion Fruit, Cardamom, Moringa"
Kilinochchi,northern,Intermediate,Low,Rooftop,Clay,Yala,Cash_Crops,No,Chili,89.8,Aloe Vera,80,Curry Leaves,62.4,0.713,52.2,72,1,79,2,9,336,Medium,0.86,"Capsicum, Basil, Coriander"
Kurunegala,dry_zone,Beginner,Medium,Backyard,Clay,Yala,Vegetables,Yes,Chili,99.8,Aloe Vera,97,Moringa,85.7,0.739,56.9,72,2.9,90,2,8,335,Medium,1.02,"Turmeric, Eggplant, Curry Leaves"
Nuwara Eliya,hill_country,Advanced,Medium,Rooftop,Laterite,Yala,Cash_Crops,Yes,Capsicum,78.1,Curry Leaves,75.6,Chili,74.8,0.611,72.6,62,2.2,85,2,7,182,Medium,0.85,"Aloe Vera, Basil, Mint"
Kurunegala,dry_zone,Beginner,Medium,Backyard,Red_Earth,Maha,Fruits,No,Aloe Vera,97,Moringa,94.2,Curry Leaves,83.2,0.926,49.6,70,2.8,61,1,10,508,Low,0.93,"Chili, Eggplant, Okra"
Batticaloa,coastal,Advanced,Medium,Container,Laterite,Yala,Fruits,Yes,Chili,99.8,Aloe Vera,97,Strawberry,90.7,0.95,88.8,72,2.3,73,2,8,274,Medium,0.8,"Bell Pepper, Cherry Tomato, Tomato"
